review,rating,cleaned_review,sentiment
Tolong buat supir truk tangki pertamina jangan egois dijalan terutama muatan ke balik dari bondowoso ke Banyuwangi mau nyelakain orang apa emang itu niatnya supir pertamina ini ugal sekali dijalan mentang² truknya gede se enaknya ambil jalur orang sampai lewatin marka jalan untuk tadi gak nabrak pager jembatan,1,tolong buat supir truk tangki pertamina jangan egois dijalan terutama muatan ke balik dari bondowoso ke banyuwangi mau nyelakain orang apa emang itu niatnya supir pertamina ini ugal sekali dijalan mentang² truknya gede se enaknya ambil jalur orang sampai lewatin marka jalan untuk tadi gak nabrak pager jembatan,netral
Top,5,top,positif
lebih praktis,5,lebih praktis,netral
"mendaftar di subsidi , aplikasi masih suka error",5,mendaftar di subsidi  aplikasi masih suka error,netral
tolong aplikasi nya diperbaiki..krn untuk pndftaran QR subsidi.. malah selalu dipersulit..,2,tolong aplikasi nya diperbaikikrn untuk pndftaran qr subsidi malah selalu dipersulit,netral
"Aplikasi yang luar biasa. Pembelian pertalite, dapatnya perturbo. Dahsyat",5,aplikasi yang luar biasa pembelian pertalite dapatnya perturbo dahsyat,netral
"sangat baik dan sangat membantu sekali,, 👍😀😀",5,sangat baik dan sangat membantu sekali,netral
"Program ribet, makin banyak orang pinter hidup bukannya tambah gampang malah di bikin ribet sama orang2 pinter.",1,program ribet makin banyak orang pinter hidup bukannya tambah gampang malah di bikin ribet sama orang pinter,netral
Good service,5,good service,positif
MyPertamina sangat membantu,5,mypertamina sangat membantu,netral
sangat membantu,5,sangat membantu,netral
aplikasi sering error bikin ribet,1,aplikasi sering error bikin ribet,netral
Apa sdh daptar sesuai STNK dan polis beli Bru 4 bulan ditolak .ya sudah rencana mobil taknkbalikan dealer ajah .,1,apa sdh daptar sesuai stnk dan polis beli bru  bulan ditolak ya sudah rencana mobil taknkbalikan dealer ajah,netral
Sekarang daftar barcod susah ya kenapa? Pas waktu uplod stnk selalu di tolak Dengan alasan stnk tidak sesuai tau kurang jelas..... Kenapa ngga kaya kemarin aja si bisa uplod dari galey....,5,sekarang daftar barcod susah ya kenapa pas waktu uplod stnk selalu di tolak dengan alasan stnk tidak sesuai tau kurang jelas kenapa ngga kaya kemarin aja si bisa uplod dari galey,netral
"Ane nilai 3 buat verifikasi"" sebelum nya, sekarang saya mau daftar harus dipersusah dengan foto STNK itupun harus ambil foto dari aplikasi & kualitas nya jelek, padahal dulu bisa upload dari galeri, hasil foto dari kamera saya bagus padahal kek sengaja dibikin kualitas nya jelek.",3,ane nilai  buat verifikasi sebelum nya sekarang saya mau daftar harus dipersusah dengan foto stnk itupun harus ambil foto dari aplikasi  kualitas nya jelek padahal dulu bisa upload dari galeri hasil foto dari kamera saya bagus padahal kek sengaja dibikin kualitas nya jelek,netral
TOLONG FITUR UPLOAD MELALUI MEDIA DIBUAT KEMBALI,1,tolong fitur upload melalui media dibuat kembali,netral
nice se,5,nice se,positif
kemudahan transaksi ya di my pertamina,5,kemudahan transaksi ya di my pertamina,netral
Tolong tambahkan Bank BCA dalam pembayaran,2,tolong tambahkan bank bca dalam pembayaran,netral
update terus,1,update terus,netral
masuknya sangat sulit,1,masuknya sangat sulit,netral
Alhamdulillah lancar,5,alhamdulillah lancar,netral
Foto KTP tidak ada pilihan menu ambil dari galeri. Tolong di update lagi. Bagian ambil foto Kamera kurang sensitif,1,foto ktp tidak ada pilihan menu ambil dari galeri tolong di update lagi bagian ambil foto kamera kurang sensitif,netral
"praktis dan nyaman,,,",5,praktis dan nyaman,netral
"Sudah bagus kemaren verifikasi barcode cepat, ni di pertama lagi hedeh",3,sudah bagus kemaren verifikasi barcode cepat ni di pertama lagi hedeh,netral
Call center nya gabisa di hubungin Via chat ga bisa masuk juga Mo bikin laporan susah bed nih app,1,call center nya gabisa di hubungin via chat ga bisa masuk juga mo bikin laporan susah bed nih app,negatif
"Habis ambil mobil second ex perusahaan. Mau mendaftar subsidi ternyata sudah terdaftar di perusahaan tsb. Buat pelaporan kalau unit sudah terdaftar dan minta diganti datanya. Estimasi 7 hari kerja, sampai sekarang sudah 9 hari kerja bilang nya proses proses proses. Dari kemarin ngapainn ajaa?? Setiap nelpon selalu jawab proses proses proses, inii harus laporann kemana lagii??",1,habis ambil mobil second ex perusahaan mau mendaftar subsidi ternyata sudah terdaftar di perusahaan tsb buat pelaporan kalau unit sudah terdaftar dan minta diganti datanya estimasi  hari kerja sampai sekarang sudah  hari kerja bilang nya proses proses proses dari kemarin ngapainn ajaa setiap nelpon selalu jawab proses proses proses inii harus laporann kemana lagii,netral
"Aplikasi buruk,pengiriman data gagal terus.",1,aplikasi burukpengiriman data gagal terus,netral
good service,5,good service,positif
"Besar sekali aplikasi ini menyedot kuota, sya hanya mendaftar kn 3 kendaraan sudah habis 5 Gb",1,besar sekali aplikasi ini menyedot kuota sya hanya mendaftar kn  kendaraan sudah habis  gb,netral
Mohon dimudahkan dalam pendaftaran. Saat ini STNK saya baru dapat satu lembar setelah pajak 5 tahunan sehingga baru bisa foto satu sisi.,4,mohon dimudahkan dalam pendaftaran saat ini stnk saya baru dapat satu lembar setelah pajak  tahunan sehingga baru bisa foto satu sisi,netral
"pa bisa ga ya untuk upload stnknya itu ada pilih galeri , dulu pernah ada ko sekarang ga ada jadi agak ribet harus foto langsung stnk dari kamera",3,pa bisa ga ya untuk upload stnknya itu ada pilih galeri  dulu pernah ada ko sekarang ga ada jadi agak ribet harus foto langsung stnk dari kamera,netral
Ok,5,ok,positif
Sulit sekali daftar barcode di my pertamina,5,sulit sekali daftar barcode di my pertamina,netral
keren sih bsa cashless..tapi topupnya kalau bisa jangan bayar lgi dnk..kan sudah bisa link,5,keren sih bsa cashlesstapi topupnya kalau bisa jangan bayar lgi dnkkan sudah bisa link,netral
Susah bikin barcode,1,susah bikin barcode,netral
pelayanannya ramah dan toiletya bersih,5,pelayanannya ramah dan toiletya bersih,netral
"bahkan 1 bintangpun tidak layak.kendaraan saya mangkrak karna program ini,sudah semua cara dilakukan buat daftar subsidi tapi selalu kesalahan sistem.sebenarnya tujuannya bagus.hanya saja belum layak untuk masyarakat.",1,bahkan  bintangpun tidak layakkendaraan saya mangkrak karna program inisudah semua cara dilakukan buat daftar subsidi tapi selalu kesalahan sistemsebenarnya tujuannya bagushanya saja belum layak untuk masyarakat,netral
"Gara gara ga bisa upload stnk via galery jadi banyak jasa barcode dimana2, cek saja fb, youtube, ""jasa barcode"" dll, karena besarnya ukuran hasil foto apabila mengambil melalui foto langsung dari aplikasi mypertamina. Ukuran foto yang besar itu lah menyulitkan foto terupload",3,gara gara ga bisa upload stnk via galery jadi banyak jasa barcode dimana cek saja fb youtube jasa barcode dll karena besarnya ukuran hasil foto apabila mengambil melalui foto langsung dari aplikasi mypertamina ukuran foto yang besar itu lah menyulitkan foto terupload,netral
mantap jiwaku🙏👍 🚘,5,mantap jiwaku,netral
"Nik KTP blum perna di pakai, pas mau daftar terjadi kesalahan pada sistem. 5 jam kemudian daftar lagi, katanya KTP sudah terdaftar. Kacau ini APK",1,nik ktp blum perna di pakai pas mau daftar terjadi kesalahan pada sistem  jam kemudian daftar lagi katanya ktp sudah terdaftar kacau ini apk,netral
"Mau daftat harus verifikasi ke no WA, tapi OTP ga sampe2. Hadeuh",1,mau daftat harus verifikasi ke no wa tapi otp ga sampe hadeuh,netral
Cukup membantu,4,cukup membantu,netral
tidak ada BCA,3,tidak ada bca,netral
Baik,5,baik,netral
Dari bulan desember ga bisa masuk Terpaksa aku kasih bintang 1. Ga ada penyelesaiaanya. Lapor ke 135 ga ada tindak lanjutnya,1,dari bulan desember ga bisa masuk terpaksa aku kasih bintang  ga ada penyelesaiaanya lapor ke  ga ada tindak lanjutnya,netral
mantap cepat dan mudah.,5,mantap cepat dan mudah,netral
"Makin lama makin busuk min aplikasi nya, mau daftar unit baru kamera nya tidak bisa di akses, alhasil foto stnk nya jadi blur... Sudah di coba beberapa pake hp lain, tetep blur hasil nya dan di tolak!!! Silahkan di perbaiki untuk apk nya atau pun web nya.",1,makin lama makin busuk min aplikasi nya mau daftar unit baru kamera nya tidak bisa di akses alhasil foto stnk nya jadi blur sudah di coba beberapa pake hp lain tetep blur hasil nya dan di tolak silahkan di perbaiki untuk apk nya atau pun web nya,netral
"sangat mudah aplikasi untuk digunakan,cepat tepat dan sesuai,",5,sangat mudah aplikasi untuk digunakancepat tepat dan sesuai,netral
"Aplikasinya bagus ga ribet cuman kekurangannya kalau bayar lewat aplikasi,kasian yg di blakang ngantrinya jadi lebih lama hahaha,tolong sop untuk bayar non tunai di tingkatkan lagi,biar mudah dan nyaman",5,aplikasinya bagus ga ribet cuman kekurangannya kalau bayar lewat aplikasikasian yg di blakang ngantrinya jadi lebih lama hahahatolong sop untuk bayar non tunai di tingkatkan lagibiar mudah dan nyaman,netral
Aplikasi berat .berkas / data sudah asli selalu di tolak buat pengajuan banding .,1,aplikasi berat berkas  data sudah asli selalu di tolak buat pengajuan banding,netral
Ok,5,ok,positif
Akurat,5,akurat,netral
Sangat ok,5,sangat ok,positif
Menyusahkan,1,menyusahkan,netral
"bagus sih,tp poin nya pelit banget.",5,bagus sihtp poin nya pelit banget,netral
"Mengapa systemnya seperti ini, susah sekali untuk mendaftarkan unit ( STNK nampak fotocopy), apakah sengaja agar masyarakat melakukan pendaftaran berbayar melalui seseorang?",1,mengapa systemnya seperti ini susah sekali untuk mendaftarkan unit  stnk nampak fotocopy apakah sengaja agar masyarakat melakukan pendaftaran berbayar melalui seseorang,netral
"Tidak bisa memuat terus saat mau daftar subsidi cepat, kalo ga niat ga usah bikin aplikasi",1,tidak bisa memuat terus saat mau daftar subsidi cepat kalo ga niat ga usah bikin aplikasi,netral
gods,5,gods,netral
mantap,5,mantap,netral
"selalu gagal waktu melengkapi data, foto ktp selalu gagal padahal sudah sesuai ketentuan dan hasil fotonya jelas (ga blur), ini sistem nya ngebug apa gimana, dari pagi sampe siang gagal mulu, lewat website juga gabisa, tolong dong ini gimana, demi apapun udah muak gagal mulu.",3,selalu gagal waktu melengkapi data foto ktp selalu gagal padahal sudah sesuai ketentuan dan hasil fotonya jelas ga blur ini sistem nya ngebug apa gimana dari pagi sampe siang gagal mulu lewat website juga gabisa tolong dong ini gimana demi apapun udah muak gagal mulu,netral
struk nota tdk bisa tercetak,3,struk nota tdk bisa tercetak,netral
ok,5,ok,positif
Payah,1,payah,netral
Mantaaappps,5,mantaaappps,netral
"makin kesini makin ngaco, foto aplikasi gk bagus pendaftaran di tolak karena foto tidak jelas",2,makin kesini makin ngaco foto aplikasi gk bagus pendaftaran di tolak karena foto tidak jelas,netral
MANTAP,5,mantap,netral
sulit sekali kirim data padahal jaringan bagus. mudah log out sendiri saat aplikasi di minimize..,1,sulit sekali kirim data padahal jaringan bagus mudah log out sendiri saat aplikasi di minimize,netral
Ribet polll foto blurr baget,1,ribet polll foto blurr baget,netral
Sesuai kebutuhan,5,sesuai kebutuhan,netral
"mantap surantap, oke lho!!",5,mantap surantap oke lho,netral
"Ini kenapa settingan kameranya jelek banget? Udah berkali "" Ngajuin selalu di tolak karena data di STNK gk kebaca. Padahal foto pake kamera biasa bisa jelas, tapi kalo foto di apk nya langsung burem bgt itu kenapa? Udah coba di HP lain juga sama aja. Kalo burem gitu kenapa gk di buat settingan tinggal upload foto dari galeri aja? Gk usah minta foto langsung kaya buat foto mobil",1,ini kenapa settingan kameranya jelek banget udah berkali  ngajuin selalu di tolak karena data di stnk gk kebaca padahal foto pake kamera biasa bisa jelas tapi kalo foto di apk nya langsung burem bgt itu kenapa udah coba di hp lain juga sama aja kalo burem gitu kenapa gk di buat settingan tinggal upload foto dari galeri aja gk usah minta foto langsung kaya buat foto mobil,netral
Aplikasi ya burik. Di minta foto stnk langsung dari aplikasi. Pas mau foto kualitas kamera dari aplikasi my pertamina jadi burem sedangkan bawaan kamera biasa bagus. Fitur upload dokumen ya masukin dong. Kalo langsung dari foto hasil ya gagal terus karena tolak karena buram,1,aplikasi ya burik di minta foto stnk langsung dari aplikasi pas mau foto kualitas kamera dari aplikasi my pertamina jadi burem sedangkan bawaan kamera biasa bagus fitur upload dokumen ya masukin dong kalo langsung dari foto hasil ya gagal terus karena tolak karena buram,netral
"Saya baru menggunakan mypertamina,beli evoucher 25k 8bh buat sepeda motor. Tapi 3x percobaan di 2 SPBU tidak bisa selalu alasan rusak/jaringan. Bagaimana cara reiembusrmen uang kembalikan evoucher ke uang tunai kembali?. Karena sampai sekarang satupun gak ada terpakai.",1,saya baru menggunakan mypertaminabeli evoucher k bh buat sepeda motor tapi x percobaan di  spbu tidak bisa selalu alasan rusakjaringan bagaimana cara reiembusrmen uang kembalikan evoucher ke uang tunai kembali karena sampai sekarang satupun gak ada terpakai,netral
bagus,5,bagus,netral
aplikasi sangat mendukung,5,aplikasi sangat mendukung,netral
sama ajaaa jelek k,1,sama ajaaa jelek k,netral
Memuaskan,5,memuaskan,netral
"Sudah login dengan benar namun selalu kembali ke halaman awal. Saat pengisian informasi , sudah diikuti sesuai dengan instruksi, namun gagal lagi. Jika memang Program Subsidi Tepat hanya formalitas, lebih baik diganti dengan program lain, daripada mempersulit rakyat dengan iming-iming ""Pembayaran dengan Barcode mendapatkan Subsidi"". Ada baiknya sebelum meluncurkan program dengan basis aplikasi, dipelajari dulu apa masalah yang sering muncul & cara memulihkannya.",1,sudah login dengan benar namun selalu kembali ke halaman awal saat pengisian informasi  sudah diikuti sesuai dengan instruksi namun gagal lagi jika memang program subsidi tepat hanya formalitas lebih baik diganti dengan program lain daripada mempersulit rakyat dengan imingiming pembayaran dengan barcode mendapatkan subsidi ada baiknya sebelum meluncurkan program dengan basis aplikasi dipelajari dulu apa masalah yang sering muncul  cara memulihkannya,netral
"Tolong di perbaiki untuk setting kamera nya, kameranya langsung mode ultrawide jadinya gak kebaca jelas hurufnya. Di upload pakai kamera depan juga gak bisa.",1,tolong di perbaiki untuk setting kamera nya kameranya langsung mode ultrawide jadinya gak kebaca jelas hurufnya di upload pakai kamera depan juga gak bisa,netral
penjelasan penggunaan kurang jelas,4,penjelasan penggunaan kurang jelas,netral
"aplikasi apa ini, di upgrade makin lama makin gk jelas, tolong di perbaiki lagi. kita sudah susah di indonesia, tolong jangan persulit kami , mohon pengambilan foto STNK supaya bisa dari galery handphone. dan tidak harus memotret langsung, tolong segera di perbaiki 🙏🙏",1,aplikasi apa ini di upgrade makin lama makin gk jelas tolong di perbaiki lagi kita sudah susah di indonesia tolong jangan persulit kami  mohon pengambilan foto stnk supaya bisa dari galery handphone dan tidak harus memotret langsung tolong segera di perbaiki,netral
"Ini aplikasi bagaimana, saya sudah hapus kendaraan sebelumnya dikarenakan ganti kaleng, ditambah ganti nomor plat kendaraan. Terus begitu saya daftarin nopol yg baru malah ditolak, dengan keterangan nopol STNK tidak sesuai dan nopol kendaraan tidak sesuai. Padahal saya sudah masukin dengan sesuai, Tolong ini arahannya min",1,ini aplikasi bagaimana saya sudah hapus kendaraan sebelumnya dikarenakan ganti kaleng ditambah ganti nomor plat kendaraan terus begitu saya daftarin nopol yg baru malah ditolak dengan keterangan nopol stnk tidak sesuai dan nopol kendaraan tidak sesuai padahal saya sudah masukin dengan sesuai tolong ini arahannya min,netral
Saran untuk kedepannya sediakan import gambar dari galeri untuk STNK dan KTP soalnya beberapa kali gagal karena tidak jelas. Maklum tidak semua hp memadai kameranya,3,saran untuk kedepannya sediakan import gambar dari galeri untuk stnk dan ktp soalnya beberapa kali gagal karena tidak jelas maklum tidak semua hp memadai kameranya,netral
Kalo untuk dapat barcode,5,kalo untuk dapat barcode,netral
qr code tidak muncul padahal sudah berhasil di verifikasi,1,qr code tidak muncul padahal sudah berhasil di verifikasi,netral
good,5,good,positif
"Tolong ini tim IT nya diperbaiki sistemnya masa saya mau isi BBM subsidi katanya kuota nya tinggal 2,5 L saja, padahal saya dari hari kemarin belum isi BBM, harusnya setiap transaksi ada notifikasi atau riwayat walaupun tidak melakukan pembayaran lewat luar aplikasi contohnya bayar tunai,jadi kita bisa memantau ada penyalahgunaan pada barcode kita",5,tolong ini tim it nya diperbaiki sistemnya masa saya mau isi bbm subsidi katanya kuota nya tinggal  l saja padahal saya dari hari kemarin belum isi bbm harusnya setiap transaksi ada notifikasi atau riwayat walaupun tidak melakukan pembayaran lewat luar aplikasi contohnya bayar tunaijadi kita bisa memantau ada penyalahgunaan pada barcode kita,netral
Agak ribet dapetin barcode nya mohon dpermudah karena kami rakyat Indonesia 🇮🇩,3,agak ribet dapetin barcode nya mohon dpermudah karena kami rakyat indonesia,netral
